INVOICE;VIN_NUMBER;BL_NUMBER;MODEL_CODE;POL;POD;VESSEL;INCOTERM
67027814;9BWCB05WX8T050375;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027814;9BWCB05WX8T051509;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027814;9BWCB05WX8T052143;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027814;9BWCB05WX8T052398;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027814;9BWCB05WX8T053356;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027814;9BWCB05WX8T053504;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027814;9BWCB05WX8T053552;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027814;9BWCB05WX8T053809;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027814;9BWCB05WX8T054118;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027814;9BWCB05WX8T054345;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027814;9BWCB05WX8T054457;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027814;9BWCB05WX8T054684;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027814;9BWCB05WX8T054751;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027814;9BWCB05WX8T055107;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027814;9BWCB05WX8T055396;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027814;9BWCB05WX8T055575;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027814;9BWCB05W08T050594;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027814;9BWCB05W08T050854;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027814;9BWCB05W78T055176;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027814;9BWCB05W78T055226;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027814;9BWCB05W78T055727;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027814;9BWCB05W88T052013;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027814;9BWCB05W88T052223;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027814;9BWCB05W88T053162;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027814;9BWCB05W88T053176;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027814;9BWCB05W88T053243;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027814;9BWCB05W88T053291;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027814;9BWCB05W88T053775;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027814;9BWCB05W88T053808;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027814;9BWCB05W88T053825;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027814;9BWCB05W88T053842;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027814;9BWCB05W88T053971;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027814;9BWCB05W88T054005;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027814;9BWCB05W88T054165;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027814;9BWCB05W88T054229;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027814;9BWCB05W88T054490;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027814;9BWCB05W88T054635;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027814;9BWCB05W88T054876;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027814;9BWCB05W88T055106;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027814;9BWCB05W88T055168;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027814;9BWCB05W98T052473;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027814;9BWCB05W98T052487;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027814;9BWCB05W98T052618;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027814;9BWCB05W98T053011;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027814;9BWCB05W98T053235;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027814;9BWCB05W98T053249;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027814;9BWCB05W98T053378;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027814;9BWCB05W98T053462;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027814;9BWCB05W98T053557;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027814;9BWCB05W98T053865;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027814;9BWCB05W98T053879;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027814;9BWCB05W98T053901;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027814;9BWCB05W98T054109;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027814;9BWCB05W98T054191;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027814;9BWCB05W98T054451;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027814;9BWCB05W98T054563;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027814;9BWCB05W98T054630;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027814;9BWCB05W98T055339;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027814;9BWCB05W98T055387;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027814;9BWCB05W98T055552;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027814;9BWCB05W98T055910;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027814;9BWCD05WX8T051231;;5W10J4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027814;9BWCD05WX8T053433;;5W10J4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027814;9BWCD05WX8T053691;;5W10J4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027814;9BWCD05W08T053828;;5W10J4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027814;9BWCD05W08T054123;;5W10J4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027814;9BWCD05W18T053675;;5W10J4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027814;9BWCD05W38T053290;;5W10J4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027814;9BWCD05W48T053914;;5W10J4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027814;9BWCD05W48T055548;;5W10J4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027814;9BWCD05W58T054070;;5W10J4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027814;9BWCD05W58T054151;;5W10J4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027814;9BWCD05W68T054126;;5W10J4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027814;9BWCD05W78T053342;;5W10J4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027814;9BWCD05W78T053423;;5W10J4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027814;9BWCD05W78T053678;;5W10J4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027814;9BWCD05W98T047283;;5W10J4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027814;9BWCB45WX8T048682;;5W11D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027814;9BWCB45W18T048425;;5W11D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027814;9BWCB45W38T046269;;5W11D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027814;9BWCB45W38T047986;;5W11D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027814;9BWCB45W78T045657;;5W11D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027814;9BWCB45W88T049913;;5W11D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W08T039384;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W08T041622;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W08T041765;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W08T044584;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W08T045752;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W08T045914;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W08T046710;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W08T047212;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W08T047288;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W18T034808;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W18T037580;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W18T039880;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W18T042939;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W18T043203;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W18T044433;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W18T044836;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W18T046070;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W18T047350;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W18T047462;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W18T048739;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W18T049583;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W18T051074;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W28T034543;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W28T039077;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W28T042612;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W28T042917;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W28T044490;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W28T044635;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W28T044649;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W28T045042;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W28T045932;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W28T046059;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W28T046482;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W28T046921;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W28T047423;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W28T047535;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W28T047891;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W28T049124;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W28T050631;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W38T037192;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W38T041467;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W38T042487;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W38T044725;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W38T044742;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W38T045163;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W38T045258;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W38T046037;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W38T046149;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W38T047012;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W38T047222;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W38T048158;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W38T049052;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W38T049083;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W38T049116;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W38T049228;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W38T049715;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W48T034527;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W48T034561;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W48T039484;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W48T042482;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W48T042790;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W48T044071;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W48T044572;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W48T044815;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W48T044975;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W48T045298;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W48T045477;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W48T046578;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W48T046905;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W48T047326;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W48T048024;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W48T048413;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W48T050341;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W48T050940;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W58T034472;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W58T039493;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W58T042877;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W58T043060;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W58T044967;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W58T045052;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W58T045116;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W58T047240;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W58T047349;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W58T047366;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W58T049070;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W58T049800;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W68T039230;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W68T039471;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W68T041513;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W68T042757;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W68T044783;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W68T045075;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W68T045173;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W68T045187;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W68T045321;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W68T049952;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W68T050566;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W78T036823;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W78T038006;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W78T039365;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W78T039396;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W78T039477;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W78T041603;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W78T043139;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W78T043190;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W78T044775;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W78T044811;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W78T044985;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W78T045358;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W78T045439;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W78T046395;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W78T046610;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W78T046980;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W78T047174;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W78T047529;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W78T048163;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W78T048261;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W78T048776;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W78T049121;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W78T049166;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W78T049412;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W78T049717;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W88T034580;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W88T037267;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W88T038869;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W88T039617;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W88T042727;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W88T045126;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05WX8T039585;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05WX8T040574;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05WX8T044852;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05WX8T047136;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05WX8T047444;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05WX8T047654;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
