INVOICE;VIN_NUMBER;BL_NUMBER;MODEL_CODE;POL;POD;VESSEL;INCOTERM
67027816;9BWCB05WX8T047685;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05WX8T049789;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05WX8T050151;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W88T045756;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W88T046650;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W88T046812;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W88T046910;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W88T047670;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W88T047698;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W98T033485;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W98T037620;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W98T039416;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W98T041439;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W98T042445;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W98T042574;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W98T042803;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W98T043109;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W98T044633;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W98T044986;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W98T045474;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W98T046303;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W98T046740;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W98T047581;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W98T049024;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB05W98T051078;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCD05WX8T042643;;5W10J4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCD05WX8T043064;;5W10J4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCD05W28T042734;;5W10J4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCD05W28T044225;;5W10J4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCD05W38T043049;;5W10J4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCD05W48T041536;;5W10J4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCD05W58T043246;;5W10J4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCD05W68T043613;;5W10J4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCD05W78T043555;;5W10J4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCD05W78T043782;;5W10J4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCD05W98T042617;;5W10J4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB45WX8T045815;;5W11D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB45WX8T046169;;5W11D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB45WX8T049086;;5W11D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB45W08T045662;;5W11D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB45W08T048125;;5W11D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB45W08T048254;;5W11D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB45W08T049484;;5W11D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB45W18T045685;;5W11D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB45W18T049008;;5W11D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB45W28T047185;;5W11D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB45W38T045445;;5W11D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB45W38T045980;;5W11D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB45W38T046076;;5W11D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB45W38T048930;;5W11D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB45W48T045647;;5W11D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB45W48T045678;;5W11D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB45W48T045776;;5W11D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB45W48T048676;;5W11D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB45W48T048838;;5W11D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB45W58T045933;;5W11D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB45W68T045830;;5W11D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB45W68T045956;;5W11D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB45W68T047044;;5W11D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB45W78T045979;;5W11D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB45W78T047022;;5W11D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB45W78T049711;;5W11D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB45W88T046817;;5W11D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB45W88T048857;;5W11D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB45W98T046034;;5W11D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027816;9BWCB45W98T048768;;5W11D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB05W28T052671;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB05W28T052900;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB05W28T053058;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB05W38T047074;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB05W38T047401;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB05W38T048080;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB05W38T048287;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB05W38T048581;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB05W38T049682;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB05W38T050041;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB05W38T050167;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB05W38T050928;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB05W38T051223;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB05W38T051707;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB05W38T051898;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB05W38T052730;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB05W38T052761;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB05W38T053103;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB05W48T039405;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB05W48T042563;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB05W48T043504;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB05W48T045270;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB05W48T046886;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB05W48T046998;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB05W48T047844;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB05W48T048010;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB05W48T048492;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB05W48T049772;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB05W48T050050;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB05W48T050615;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB05W48T050744;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB05W48T052414;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB05W48T052543;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB05W48T052736;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB05W58T045780;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB05W58T045875;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB05W58T046556;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB05W58T046668;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB05W58T048209;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB05W58T050378;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB05W58T050932;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB05W58T051210;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB05W58T051966;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB05W58T052051;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB05W58T052261;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB05W58T052275;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB05W58T052728;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB05W58T052745;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB05W58T052812;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB05W68T044590;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB05W68T044718;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB05W68T045805;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB05W68T047781;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB05W68T047974;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB05W68T047988;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB05W68T049479;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB05W68T049644;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB05W68T049675;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB05W68T049871;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB05W68T049885;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB05W68T050728;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB05W68T050745;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB05W68T051541;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB05W68T051829;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB05W68T052088;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB05W68T052379;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB05W68T052947;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB05W78T042864;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB05W78T046123;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB05W78T047515;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB05W78T047787;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB05W78T048681;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB05W78T048941;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB05W78T048972;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB05W78T049880;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB05W78T050415;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB05W78T050687;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB05W78T051225;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB05W78T051595;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB05W78T051757;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB05W78T051905;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB05W78T053122;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB05W88T042503;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB05W88T048303;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB05W88T049225;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB05W88T049581;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB05W88T049824;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB05W88T050178;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB05W88T050228;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB05W88T050309;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB05W88T050696;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB05W88T050889;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB05W88T050892;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB05W88T051752;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB05W88T052450;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB05W88T052741;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB05W88T052948;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB05W98T045264;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB05W98T047015;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB05W98T047399;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB05W98T047788;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB05W98T048102;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB05W98T048648;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB05W98T049072;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB05W98T049217;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB05W98T049332;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB05W98T049962;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB05W98T050609;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB05W98T052098;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB05W98T052795;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCD05W28T043432;;5W10J4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCD05W88T043046;;5W10J4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB45WX8T046401;;5W11D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB45WX8T048312;;5W11D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB45W08T052224;;5W11D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB45W18T047808;;5W11D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB45W28T047896;;5W11D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB45W38T045610;;5W11D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB45W38T045820;;5W11D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB45W48T046622;;5W11D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB45W48T047981;;5W11D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB45W48T048970;;5W11D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB45W58T046421;;5W11D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB45W58T047147;;5W11D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB45W58T047701;;5W11D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB45W58T048671;;5W11D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB45W68T047772;;5W11D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB05WX8T034550;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB05WX8T039361;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB05WX8T042289;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB05WX8T043104;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB05WX8T045452;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB05WX8T045497;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB05WX8T047573;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB05WX8T048027;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB05WX8T049923;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB05WX8T050036;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB05WX8T050361;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB05WX8T050781;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB05WX8T052627;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB05WX8T052692;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB05WX8T052739;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB05WX8T052949;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB05W08T041829;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB05W08T045556;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB05W08T047338;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB05W08T047565;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB05W08T047873;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB05W08T048862;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB05W08T048988;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
67027817;9BWCB05W08T049123;;5W10D4;S-O SEBAST;ZARATE;SOUTHERN ACE;FOB
